block,condition,agent,seed,return,opt_frac,gap_regret,model,agreement,tf_pred_true_opt,teacher_true_opt
size_sweep,2x2,random,10027,105.95000457763672,0.505,94.05001831054688,overwrite,,,
size_sweep,2x2,random,10028,112.60000610351562,0.54,87.4000654220581,overwrite,,,
size_sweep,2x2,random,10029,98.35000610351562,0.465,101.64997959136963,overwrite,,,
size_sweep,2x2,random,10030,109.75000762939453,0.525,90.24998188018799,overwrite,,,
size_sweep,2x2,random,10031,103.10000610351562,0.49,96.89998054504395,overwrite,,,
size_sweep,2x2,random,10032,101.20000457763672,0.48,98.80007934570312,overwrite,,,
size_sweep,2x2,random,10033,100.25,0.475,99.75003337860107,overwrite,,,
size_sweep,2x2,random,10034,113.55000305175781,0.545,86.44998264312744,overwrite,,,
size_sweep,2x2,random,10035,106.9000015258789,0.51,93.1000747680664,overwrite,,,
size_sweep,2x2,random,10036,117.35000610351562,0.565,82.6499834060669,overwrite,,,
size_sweep,2x2,random,10037,116.40000915527344,0.56,83.59997081756592,overwrite,,,
size_sweep,2x2,random,10038,105.95000457763672,0.505,94.05007553100586,overwrite,,,
size_sweep,2x2,random,10039,104.05000305175781,0.495,95.95003604888916,overwrite,,,
size_sweep,2x2,random,10040,106.90000915527344,0.51,93.09995651245117,overwrite,,,
size_sweep,2x2,random,10041,109.75000762939453,0.525,90.25007247924805,overwrite,,,
size_sweep,2x2,random,10042,98.35000610351562,0.465,101.64997959136963,overwrite,,,
size_sweep,2x2,random,10043,105.95000457763672,0.505,94.04998111724854,overwrite,,,
size_sweep,2x2,random,10044,106.9000015258789,0.51,93.0999813079834,overwrite,,,
size_sweep,2x2,random,10045,114.50000762939453,0.55,85.4999828338623,overwrite,,,
size_sweep,2x2,random,10046,112.5999984741211,0.54,87.39998245239258,overwrite,,,
size_sweep,2x2,random,10047,84.10000610351562,0.39,115.89997673034668,overwrite,,,
size_sweep,2x2,random,10048,102.15000915527344,0.485,97.84998035430908,overwrite,,,
size_sweep_teacher_forced,2x2,tf,9999,,,,overwrite,1.0,0.66,0.66
size_sweep_teacher_forced,2x2,tf,10000,,,,overwrite,1.0,0.02,0.02
size_sweep_teacher_forced,2x2,tf,10001,,,,overwrite,1.0,0.32,0.32
size_sweep_teacher_forced,2x2,tf,10002,,,,overwrite,0.98,0.02,0.0
size_sweep_teacher_forced,2x2,tf,10003,,,,overwrite,0.98,0.42,0.44
size_sweep_teacher_forced,2x2,tf,10004,,,,overwrite,0.98,0.3,0.28
size_sweep_teacher_forced,2x2,tf,10005,,,,overwrite,1.0,1.0,1.0
size_sweep_teacher_forced,2x2,tf,10006,,,,overwrite,1.0,0.0,0.0
size_sweep_teacher_forced,2x2,tf,10007,,,,overwrite,0.98,0.34,0.32
size_sweep_teacher_forced,2x2,tf,10008,,,,overwrite,0.96,0.1,0.14
size_sweep_teacher_forced,2x2,tf,10009,,,,overwrite,0.98,0.0,0.02
size_sweep_teacher_forced,2x2,tf,10010,,,,overwrite,0.98,0.84,0.82
size_sweep_teacher_forced,2x2,tf,10011,,,,overwrite,0.96,0.06,0.06
size_sweep_teacher_forced,2x2,tf,10012,,,,overwrite,0.98,0.4,0.38
size_sweep_teacher_forced,2x2,tf,10013,,,,overwrite,1.0,0.62,0.62
size_sweep_teacher_forced,2x2,tf,10014,,,,overwrite,0.96,0.22,0.26
size_sweep_teacher_forced,2x2,tf,10015,,,,overwrite,0.98,0.02,0.0
size_sweep_teacher_forced,2x2,tf,10016,,,,overwrite,0.98,0.16,0.14
size_sweep_teacher_forced,2x2,tf,10017,,,,overwrite,0.98,0.96,0.98
size_sweep_teacher_forced,2x2,tf,10018,,,,overwrite,1.0,0.26,0.26
size_sweep_teacher_forced,2x2,tf,10019,,,,overwrite,0.98,0.98,0.96
size_sweep_teacher_forced,2x2,tf,10020,,,,overwrite,0.98,0.64,0.66
size_sweep_teacher_forced,2x2,tf,10021,,,,overwrite,1.0,0.98,0.98
size_sweep_teacher_forced,2x2,tf,10022,,,,overwrite,0.98,0.12,0.14
size_sweep_teacher_forced,2x2,tf,10023,,,,overwrite,0.96,0.7,0.74
size_sweep_teacher_forced,2x2,tf,10024,,,,overwrite,0.96,0.94,0.94
size_sweep_teacher_forced,2x2,tf,10025,,,,overwrite,0.98,0.26,0.28
size_sweep_teacher_forced,2x2,tf,10026,,,,overwrite,0.96,0.86,0.86
size_sweep_teacher_forced,2x2,tf,10027,,,,overwrite,0.98,0.04,0.06
size_sweep_teacher_forced,2x2,tf,10028,,,,overwrite,0.98,0.02,0.0
size_sweep_teacher_forced,2x2,tf,10029,,,,overwrite,0.96,0.14,0.14
size_sweep_teacher_forced,2x2,tf,10030,,,,overwrite,0.98,0.52,0.5
size_sweep_teacher_forced,2x2,tf,10031,,,,overwrite,1.0,0.16,0.16
size_sweep_teacher_forced,2x2,tf,10032,,,,overwrite,0.96,0.2,0.24
size_sweep_teacher_forced,2x2,tf,10033,,,,overwrite,1.0,0.48,0.48
size_sweep_teacher_forced,2x2,tf,10034,,,,overwrite,0.98,0.66,0.68
size_sweep_teacher_forced,2x2,tf,10035,,,,overwrite,1.0,0.0,0.0
size_sweep_teacher_forced,2x2,tf,10036,,,,overwrite,1.0,0.46,0.46
size_sweep_teacher_forced,2x2,tf,10037,,,,overwrite,0.98,0.7,0.68
size_sweep_teacher_forced,2x2,tf,10038,,,,overwrite,1.0,0.36,0.36
size_sweep_teacher_forced,2x2,tf,10039,,,,overwrite,1.0,0.48,0.48
size_sweep_teacher_forced,2x2,tf,10040,,,,overwrite,1.0,0.02,0.02
size_sweep_teacher_forced,2x2,tf,10041,,,,overwrite,0.98,0.98,1.0
size_sweep_teacher_forced,2x2,tf,10042,,,,overwrite,0.96,0.2,0.2
size_sweep_teacher_forced,2x2,tf,10043,,,,overwrite,1.0,0.5,0.5
size_sweep_teacher_forced,2x2,tf,10044,,,,overwrite,0.98,0.54,0.52
size_sweep_teacher_forced,2x2,tf,10045,,,,overwrite,0.98,0.18,0.16
size_sweep_teacher_forced,2x2,tf,10046,,,,overwrite,1.0,1.0,1.0
size_sweep_teacher_forced,2x2,tf,10047,,,,overwrite,1.0,0.6,0.6
size_sweep_teacher_forced,2x2,tf,10048,,,,overwrite,1.0,0.98,0.98
size_sweep,2x3,tf_legacy,9999,114.50000762939453,0.55,85.4999828338623,overwrite,,,
size_sweep,2x3,tf_legacy,10000,178.14999389648438,0.885,21.850017547607422,overwrite,,,
size_sweep,2x3,tf_legacy,10001,10.000001907348633,0.0,190.0001459121704,overwrite,,,
size_sweep,2x3,tf_legacy,10002,10.000001907348633,0.0,190.000150680542,overwrite,,,
size_sweep,2x3,tf_legacy,10003,10.000001907348633,0.0,190.00012302398682,overwrite,,,
size_sweep,2x3,tf_legacy,10004,136.35000610351562,0.665,63.64998722076416,overwrite,,,
size_sweep,2x3,tf_legacy,10005,26.14999771118164,0.085,173.84996509552002,overwrite,,,
size_sweep,2x3,tf_legacy,10006,10.000001907348633,0.0,190.00004482269287,overwrite,,,
size_sweep,2x3,tf_legacy,10007,10.000001907348633,0.0,189.99996185302734,overwrite,,,
size_sweep,2x3,tf_legacy,10008,200.0,1.0,0.0,overwrite,,,
size_sweep,2x3,tf_legacy,10009,195.25,0.975,4.749999046325684,overwrite,,,
size_sweep,2x3,tf_legacy,10010,36.599998474121094,0.14,163.39996719360352,overwrite,,,
size_sweep,2x3,tf_legacy,10011,10.000001907348633,0.0,190.0000867843628,overwrite,,,
size_sweep,2x3,tf_legacy,10012,109.75000762939453,0.525,90.24998188018799,overwrite,,,
size_sweep,2x3,tf_legacy,10013,10.000001907348633,0.0,189.99999046325684,overwrite,,,
size_sweep,2x3,tf_legacy,10014,136.35000610351562,0.665,63.64998722076416,overwrite,,,
size_sweep,2x3,tf_legacy,10015,23.299997329711914,0.07,176.69996452331543,overwrite,,,
size_sweep,2x3,tf_legacy,10016,198.10000610351562,0.99,1.8999996185302734,overwrite,,,
size_sweep,2x3,tf_legacy,10017,10.000001907348633,0.0,190.0000286102295,overwrite,,,
size_sweep,2x3,tf_legacy,10018,199.0500030517578,0.995,0.9500007629394531,overwrite,,,
size_sweep,2x3,tf_legacy,10019,67.95000457763672,0.305,132.0499382019043,overwrite,,,
size_sweep,2x3,tf_legacy,10020,10.000001907348633,0.0,189.99996185302734,overwrite,,,
size_sweep,2x3,tf_legacy,10021,128.75,0.625,71.24998569488525,overwrite,,,
size_sweep,2x3,tf_legacy,10022,70.80000305175781,0.32,129.20000553131104,overwrite,,,
size_sweep,2x3,tf_legacy,10023,101.20000457763672,0.48,98.79998016357422,overwrite,,,
size_sweep,2x3,tf_legacy,10024,54.64999771118164,0.235,145.35010528564453,overwrite,,,
