construction,sweep,beta,beta_max,sigma,dim,rho,T,max_pred_err_mean,w_linf_mean,w_l1_mean,max_w_linf_mean,decision_agree_mean,regret_diff_mean,max_cos_mean,diverged_mean,max_pred_err_sem,w_linf_sem,w_l1_sem,max_w_linf_sem,decision_agree_sem,regret_diff_sem,n
mwu,beta_x_dim,50.0,,,2048.0,,100,0.47284219082967116,0.2202796538685312,0.4447804279974877,0.2412426887266621,0.8661683583148972,6.45,0.051551048728795304,0.0,0.05835753459889075,0.037220664226020536,0.07439765785774276,0.034448272793792915,0.023295447797971967,1.6787761833205193,20
mwu,beta_x_dim,50.0,,,2048.0,,500,1.6497931319907153,0.3283378862207685,0.656675782325957,0.42665539567306376,0.7054580517721746,86.7,0.051551048728795304,0.0,0.24890446631628108,0.09068363368722897,0.18136726567351039,0.07753378821600676,0.035568793993480737,14.092569897495256,20
mwu,beta_x_dim,50.0,,,4096.0,,100,0.4056713680223236,0.1943335021006117,0.40045938979755247,0.21124347853529685,0.8974113202294351,4.1,0.03922669294206142,0.0,0.0439513563952271,0.03115305172705401,0.06114246427986943,0.029324756404635513,0.018865448098850112,1.2245299850189566,20
mwu,beta_x_dim,50.0,,,4096.0,,500,1.3820866092702357,0.3007282666026464,0.6014868160535651,0.39807621618738487,0.7302964480592256,69.85,0.03922669294206142,0.0,0.18489394673678564,0.08176125294053913,0.16351668208359277,0.07203008778836145,0.03343450578142701,12.38404640104186,20
mwu,beta_x_dim,50.0,,,8192.0,,100,0.2751061705376795,0.14120784746119638,0.2865259899782028,0.1503605389920005,0.930639417528961,2.1,0.02690977681026293,0.0,0.03378207783438342,0.020979486826276005,0.04161575089732826,0.01995424294264262,0.01609133645133982,0.8268519882822535,20
mwu,beta_x_dim,50.0,,,8192.0,,500,0.9823886837513628,0.23810624258150487,0.47621249073049315,0.3244592194706229,0.8057601079527684,41.85,0.02690977681026293,0.0,0.14952529570229905,0.06616257095895824,0.13232514364038042,0.0631233904056577,0.03452993231212797,10.26933990601456,20
mwu,beta_x_dim,50.0,,,16384.0,,100,0.18618694123458246,0.10647252700139971,0.21567015468972078,0.1129518727671814,0.9497761934514513,2.05,0.018734089829520746,0.0,0.028571062912455474,0.019714275693255123,0.04036734363709759,0.018675588224012482,0.01379334372478843,0.8567840727793794,20
mwu,beta_x_dim,50.0,,,16384.0,,500,0.6110563691194479,0.1745788124772259,0.3491576261694695,0.24233624661881653,0.8968748201128607,16.6,0.018734089829520746,0.0,0.11474186733961997,0.05108995273999627,0.10217990568004667,0.052551548802922184,0.029111455346927308,7.037269207209344,20
mwu,beta_x_dim,100.0,,,32.0,,100,9.230409373577848,0.6096294605038216,1.2339823387731519,0.6811344871215764,0.555448430231199,24.35,0.42987845624866206,0.0,1.5961232298561363,0.07446647003495926,0.14620840709617386,0.05713811876428546,0.012903212440222564,2.4195203961463974,20
mwu,beta_x_dim,100.0,,,32.0,,500,43.65719783565394,0.6764336017384612,1.3528688789301282,0.7997264398117021,0.5055895465071376,144.25,0.42987845624866206,0.0,7.645775477040177,0.09995515773472241,0.19990980604042946,0.06107826852143864,0.005975817055591003,9.71755736039832,20
mwu,beta_x_dim,100.0,,,64.0,,100,6.20379742170397,0.6163400705854705,1.248375050987889,0.6854358363004325,0.5756044805301064,22.45,0.3037448800457848,0.0,1.2046840926116344,0.0686102156644845,0.13828155884377077,0.05045872717115309,0.020336375395615426,2.75821738771525,20
mwu,beta_x_dim,100.0,,,64.0,,500,29.75444740476839,0.5887151615367179,1.1775959693515923,0.7658019681515259,0.5137083946451807,140.2,0.3037448800457848,0.0,6.392603605865215,0.10362454301142751,0.20728349367543697,0.061559425510169935,0.007400097768152955,9.25475695606262,20
mwu,beta_x_dim,100.0,,,128.0,,100,2.802216834899551,0.6087880925183737,1.2736198489340205,0.6236251515510516,0.6240319277351678,20.05,0.21509703921459797,0.0,0.4127453380947565,0.061850326158559725,0.1232217192269103,0.05740208194119961,0.02221416864346181,2.844639464714382,20
mwu,beta_x_dim,100.0,,,128.0,,500,12.403437985199822,0.7569695414257854,1.515319051899818,0.8157395349870648,0.5359565761633244,131.3,0.21509703921459797,0.0,2.208060900405066,0.08324140866333715,0.16667024736526045,0.06425173551107043,0.012753508579157467,9.289241088485106,20
mwu,beta_x_dim,100.0,,,256.0,,100,1.4729536337824456,0.6188316761434292,1.2423576690762232,0.6377603831739067,0.6799404289050828,18.1,0.1550567335036368,0.0,0.20995324784873712,0.06881921240408942,0.13753667558884747,0.06324700803773456,0.022921367706551253,2.691995933366757,20
