construction,sweep,beta,beta_max,sigma,dim,rho,T,max_err_mean,final_err_mean,greedy_agree_mean,select_agree_mean,max_cos_mean,diverged_mean,max_err_sem,final_err_sem,greedy_agree_sem,select_agree_sem,n
q,beta_x_dim,10.0,,,2048.0,,500,,,0.6931649333885987,0.69323794626932,0.06342080822861113,1.0,,,0.03984772612763781,0.04243440325891985,20
q,beta_x_dim,10.0,,,4096.0,,100,3.68141371482712e+48,3.68141371482712e+48,0.6317554329836449,0.669885834816219,0.043835166987457354,0.85,1.4258054008025016e+48,1.4258054008025016e+48,0.027786647561580096,0.037833095308028475,20
q,beta_x_dim,10.0,,,4096.0,,500,,,0.6861892807197618,0.6873691226095945,0.043835166987457354,1.0,,,0.03852416626651788,0.0426072788111761,20
q,beta_x_dim,10.0,,,8192.0,,100,8.296783667058527e+155,8.296783667058527e+155,0.6797109812445269,0.715406471663926,0.031054482512492553,0.3,inf,inf,0.02178033613221889,0.02335733026494313,20
q,beta_x_dim,10.0,,,8192.0,,500,,,0.6881087235710432,0.6944697168273254,0.031054482512492553,1.0,,,0.035159233797144786,0.037810877620355704,20
q,beta_x_dim,10.0,,,16384.0,,100,229.3600355343843,226.67781901885792,0.7629915630289735,0.7901468698154626,0.021380935793739144,0.0,70.29491419162284,68.82189254646184,0.02568748557219227,0.030557296318933832,20
q,beta_x_dim,10.0,,,16384.0,,500,,,0.6944305176682002,0.7091700484976698,0.021380935793739144,1.0,,,0.02972842359924548,0.031530603808352604,20
q,beta_x_dim,20.0,,,32.0,,100,,,0.6851948063116451,0.6954871063547083,0.45181358479635786,1.0,,,0.03743328510516632,0.04147527162933448,20
q,beta_x_dim,20.0,,,32.0,,500,,,0.6967681900186922,0.6921284709442604,0.45181358479635786,1.0,,,0.04155135007509044,0.04361598800358316,20
q,beta_x_dim,20.0,,,64.0,,100,,,0.6836667086064677,0.7008072303569344,0.3383318772022451,1.0,,,0.035242891331849054,0.04140743638599561,20
q,beta_x_dim,20.0,,,64.0,,500,,,0.6964669983740712,0.6931406233444916,0.3383318772022451,1.0,,,0.04109642617318951,0.043740691451249106,20
q,beta_x_dim,20.0,,,128.0,,100,,,0.6778046763879524,0.6976723340908746,0.2366523087078432,1.0,,,0.03430285560438638,0.041438022027554,20
q,beta_x_dim,20.0,,,128.0,,500,,,0.6953532634105575,0.6925353847815291,0.2366523087078432,1.0,,,0.040924743125555024,0.043718035943473524,20
q,beta_x_dim,20.0,,,256.0,,100,,,0.6725335177923989,0.6993027570941618,0.1697142247625794,1.0,,,0.03312062953925537,0.0379757711166196,20
q,beta_x_dim,20.0,,,256.0,,500,,,0.6943429136405341,0.6928402628151357,0.1697142247625794,1.0,,,0.04079368242357403,0.043182753520168864,20
q,beta_x_dim,20.0,,,512.0,,100,,,0.667054224336723,0.696019262070009,0.11945966216356807,1.0,,,0.03312706583418884,0.039568888184631446,20
q,beta_x_dim,20.0,,,512.0,,500,,,0.6932976272617216,0.6922296871781766,0.11945966216356807,1.0,,,0.0407343507617349,0.04347736288413985,20
q,beta_x_dim,20.0,,,1024.0,,100,,,0.6733624725896006,0.7070897942911649,0.09056164138314854,1.0,,,0.029982504038423327,0.03793194129082455,20
q,beta_x_dim,20.0,,,1024.0,,500,,,0.6945095362641864,0.6943515202119227,0.09056164138314854,1.0,,,0.040083364850689335,0.043186059477549076,20
q,beta_x_dim,20.0,,,2048.0,,100,,,0.6678320300375608,0.7012204725130842,0.06342080822861114,1.0,,,0.030988441380618702,0.03479086416048766,20
